ID	ST	Serovar	GC (%)	Total reads	Passed reads (%)	Low quality reads (%)	too many Ns reads (%)	Too short reads (%)	No. of contigs	Placeholders (N) per 100kbp	N50	Total assembled bases	Point Mutations StarAMR	All AMR ARIBA-NCBI	Sample Accession	Run Accession	Collection Year	Source Niche	Source Type	Source Details	Country	Region	Source Lab
SRR7284447	548	Minnesota	52.19	3815058	85.76	1.41	0	0	115	0	166433	4817978	No result	No result	SRS3399361	SRR7284447	2016	Human	Human	Homo sapiens; human	United Kingdom	NA	UK Health Security Agency
SRR7439564	Unknown	Heidelberg	52.07	4089934	96.77	3.22	0.02	0	165	0	142482	4959516	No result	No result	SRS3469573	SRR7439564	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR7465062	Unknown	Heidelberg	52.08	2981522	97.86	2.12	0.02	0	143	0	253420	5119516	No result	No result	SRS3496430	SRR7465062	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR7501126	548	Minnesota	52.18	2713764	96.83	3.14	0.03	0	130	0	157779	4811622	No result	No result	SRS3528845	SRR7501126	2018	Food	Poultry	Raw chicken	Brazil (import)	NA	UK Health Security Agency
SRR7501145	15	Heidelberg	52.04	3280458	97.06	2.91	0.04	0	164	0	214692	5030323	No result	No result	SRS3528861	SRR7501145	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7501152	548	Minnesota	52.18	3998888	96.1	3.73	0.17	0	152	0	157020	4847227	No result	No result	SRS3528868	SRR7501152	2017	Food	Poultry	Raw chicken	Brazil (import)	NA	UK Health Security Agency
SRR7501162	15	Heidelberg	52.09	3518700	98.22	1.77	0.01	0	121	0	167589	4949492	No result	No result	SRS3528878	SRR7501162	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7501170	Unknown	Heidelberg	52.04	2302192	98.02	1.94	0.04	0	115	0	197639	4975272	No result	No result	SRS3528886	SRR7501170	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7501177	Unknown	Heidelberg	52.01	3287432	96.36	3.62	0.02	0	134	0	234803	5069938	No result	No result	SRS3528893	SRR7501177	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7501179	548	Minnesota	52.16	4208670	80.92	19.04	0.04	0	145	0	169880	4819993	No result	No result	SRS3528895	SRR7501179	2017	Food	Poultry	Chicken - Frozen Whole	Brazil (import)	NA	UK Health Security Agency
SRR7501284	Unknown	Heidelberg	51.97	4332378	96.19	3.52	0.3	0	130	0	235036	5076169	No result	No result	SRS3529000	SRR7501284	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7501296	Unknown	Heidelberg	51.99	3596132	98.33	1.66	0.01	0	229	0	160585	5048133	No result	No result	SRS3529011	SRR7501296	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7501298	Unknown	Heidelberg	52.02	1962390	97.82	2.16	0.02	0	114	0	144766	4997411	No result	No result	SRS3529013	SRR7501298	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7501299	15	Heidelberg	51.8	5193448	96.66	3.33	0.01	0	143	0	234555	5202629	No result	No result	SRS3529015	SRR7501299	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7501313	15	Heidelberg	52.04	5653300	97.19	2.75	0.06	0	148	0	121539	5111623	No result	No result	SRS3529026	SRR7501313	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR7501324	548	Minnesota	52.2	2583294	78.3	21.4	0.3	0	111	0	157020	4816248	No result	No result	SRS3529040	SRR7501324	2018	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR7501325	15	Heidelberg	51.98	3471302	96.04	3.89	0.07	0	152	0	163861	5038684	No result	No result	ERS9970822	SRR7501325	2017	Food	Poultry	Chicken - Fresh Whole	Brazil (import)	NA	UK Health Security Agency
SRR7501328	15	Heidelberg	52.07	4959298	96.86	3.03	0.11	0	113	0	215130	4942390	No result	No result	SRS3529039	SRR7501328	2017	Food	Poultry	marinated chicken	Brazil (import)	NA	UK Health Security Agency
SRR7501351	Unknown	Heidelberg	52.07	2979330	96.62	3.34	0.04	0	153	0	155578	5016993	No result	No result	SRS3529062	SRR7501351	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7501354	15	Heidelberg	52.02	2674896	81.93	17.72	0.35	0	135	0	144774	5031353	No result	No result	SRS3529065	SRR7501354	2018	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR7501402	Unknown	Heidelberg	52.06	3263760	96.55	3.43	0.01	0	120	0	219641	4973405	No result	No result	SRS3529112	SRR7501402	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR7501404	15	Heidelberg	51.96	3287784	94.29	5.7	0.01	0	140	0	171981	5022336	No result	No result	SRS3529114	SRR7501404	2017	Food	Poultry	Chicken - Fresh Whole	Brazil (import)	NA	UK Health Security Agency
SRR7501405	Unknown	Heidelberg	51.99	4000400	96.57	3.35	0.07	0	123	0	234810	5001325	No result	No result	SRS3529115	SRR7501405	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7501408	548	Minnesota	52.16	5035682	94.77	5.22	0.01	0	189	0	110847	4904989	No result	No result	SRS3529118	SRR7501408	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR7501425	15	Heidelberg	52.07	3774978	98.03	1.96	0.01	0	118	0	196032	4929727	No result	No result	SRS3529134	SRR7501425	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7501510	15	Heidelberg	52.05	6444066	96.22	3.77	0.01	0	96	0	234804	4951540	No result	No result	SRS3529225	SRR7501510	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7501648	15	Heidelberg	51.95	2378240	98.72	1.18	0.1	0	196	0	98427	5129505	No result	No result	SRS3529355	SRR7501648	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7501650	15	Heidelberg	52.06	2895272	96.34	3.6	0.06	0	142	0	114996	4962390	No result	No result	SRS3529356	SRR7501650	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7501671	15	Heidelberg	52.04	3645830	97.07	2.89	0.04	0	108	0	234803	4972314	No result	No result	SRS3529373	SRR7501671	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7501682	15	Heidelberg	52.03	3757018	98.41	1.57	0.02	0	120	0	153385	4996866	No result	No result	SRS3529383	SRR7501682	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7501691	Unknown	Heidelberg	52.17	3284376	94.8	5.19	0.01	0	152	0	97391	4990531	No result	No result	SRS3529393	SRR7501691	2018	Food	Poultry	Chicken - Fresh Whole	Brazil (import)	NA	UK Health Security Agency
SRR7501698	Unknown	Heidelberg	52.04	6165012	97.23	2.71	0.06	0	151	0	104855	5111548	No result	No result	SRS3529399	SRR7501698	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR7501700	15	Heidelberg	52.14	2857926	97.45	2.53	0.02	0	109	0	204958	4885405	No result	No result	SRS3529401	SRR7501700	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR7501711	548	Minnesota	52.21	4349486	83.55	16.44	0.01	0	157	0	173075	4847499	No result	No result	SRS3529410	SRR7501711	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR7501714	Unknown	Heidelberg	52	3384220	97.52	2.46	0.02	0	114	0	160582	5063492	No result	No result	SRS3529413	SRR7501714	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7501715	13	Agona	51.98	4416564	96.06	3.77	0.17	0	112	0	165530	4730361	No result	No result	SRS3529414	SRR7501715	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR7501727	15	Heidelberg	52.05	4735794	95.05	4.91	0.05	0	128	0	218123	5009288	No result	No result	SRS3529428	SRR7501727	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7501730	15	Heidelberg	52.07	3840084	98.33	1.64	0.03	0	147	0	146840	4967868	No result	No result	SRS3529431	SRR7501730	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7501736	548	Minnesota	52.16	4567562	95.58	4.41	0.01	0	182	0	112257	4907036	No result	No result	SRS3529437	SRR7501736	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR7501737	15	Heidelberg	52.03	3771516	97.02	2.94	0.04	0	145	0	253533	5059542	No result	No result	SRS3529438	SRR7501737	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7501740	15	Heidelberg	52.01	3053360	92.97	7.03	0.01	0	113	0	178541	5034556	No result	No result	SRS3529441	SRR7501740	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7506429	Unknown	Heidelberg	52.17	2549964	94.31	5.68	0.01	0	135	0	93631	5000431	No result	No result	SRS3533061	SRR7506429	2018	Food	Poultry	Chicken - Fresh Whole	Brazil (import)	NA	UK Health Security Agency
SRR7506438	15	Heidelberg	52.06	2752630	96.68	3.31	0.01	0	104	0	276114	4963023	No result	No result	SRS3533066	SRR7506438	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7506442	Unknown	Heidelberg	51.91	3145760	97.25	2.74	0.02	0	108	0	160580	5029823	No result	No result	SRS3533090	SRR7506442	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7506444	Unknown	Heidelberg	51.96	3160226	98.16	1.83	0.02	0	134	0	138174	5040946	No result	No result	SRS3533073	SRR7506444	2017	Food	Poultry	Frozen Raw Frozen Boneless Skinless Marinated Chicken Inner Fillets	Brazil (import)	NA	UK Health Security Agency
SRR7506453	15	Heidelberg	51.91	3286478	98.15	1.82	0.03	0	110	0	160217	5031644	No result	No result	SRS3533089	SRR7506453	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7506454	15	Heidelberg	52.03	3001720	94.4	5.59	0.02	0	138	0	270015	4976697	No result	No result	SRS3533082	SRR7506454	2018	Food	Poultry	Frozen Raw Chicken Half Breast Boneless Skinless Without Inner Fillet	Brazil (import)	NA	UK Health Security Agency
SRR7506732	Unknown	Minnesota	52.18	4155976	96.68	3.14	0.18	0	130	0	164660	4846670	No result	No result	SRS3533366	SRR7506732	2017	Food	Poultry	Raw chicken	Brazil (import)	NA	UK Health Security Agency
SRR7506739	548	Minnesota	52.21	4190366	96.58	3.37	0.04	0	117	0	173067	4846159	No result	No result	SRS3533373	SRR7506739	2018	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR7506744	15	Heidelberg	52.08	3783044	95.92	4.07	0.01	0	146	0	171951	4921965	No result	No result	SRS3533378	SRR7506744	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7506747	15	Heidelberg	52.01	3986430	96.54	3.42	0.04	0	129	0	235028	5034092	No result	No result	SRS3533381	SRR7506747	2018	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR7506805	15	Heidelberg	52.05	5429894	97.08	2.91	0.01	0	107	0	256691	4963629	No result	No result	SRS3533439	SRR7506805	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7506821	15	Heidelberg	52.01	3650938	97.93	2.01	0.06	0	121	0	214740	5037934	No result	No result	SRS3533455	SRR7506821	2018	Food	Poultry	Chicken - Fresh Whole	Brazil (import)	NA	UK Health Security Agency
SRR7506825	15	Heidelberg	52.07	3880878	81.05	18.94	0	0	146	0	186242	5033641	No result	No result	SRS3533459	SRR7506825	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7506829	96	Schwarzengrund	52.03	2830072	92.42	7.57	0	0	189	0	214618	4771277	No result	No result	SRS3533463	SRR7506829	2016	Food	Poultry	Turkey	Brazil (import)	NA	UK Health Security Agency
SRR7506831	15	Heidelberg	52	2329574	96.93	3.05	0.02	0	140	0	235028	5067832	No result	No result	SRS3533465	SRR7506831	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7506863	Unknown	Agona	51.98	3894710	96.4	3.42	0.18	0	111	0	183131	4729482	No result	No result	SRS3533498	SRR7506863	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR7506865	15	Heidelberg	52.07	4009958	96.94	2.99	0.07	0	141	0	229481	4975845	No result	No result	SRS3533497	SRR7506865	2017	Food	Poultry	Raw chicken	Brazil (import)	NA	UK Health Security Agency
SRR7506872	Unknown	Heidelberg	52.08	3719524	94.48	5.52	0.01	0	138	0	195213	4927092	No result	No result	SRS3533505	SRR7506872	2017	Food	Poultry	Frozen Raw Chicken	Brazil (import)	NA	UK Health Security Agency
SRR7506909	15	Heidelberg	52.02	2548588	94.56	5.43	0.02	0	152	0	131950	5067520	No result	No result	SRS3533542	SRR7506909	2018	Food	Poultry	Frozen Raw Chicken Half Breast Boneless Skinless Without Inner Fillet	Brazil (import)	NA	UK Health Security Agency
SRR7506921	15	Heidelberg	51.95	3802614	82.26	17.73	0.01	0	141	0	187688	5127399	No result	No result	SRS3533554	SRR7506921	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7506928	Unknown	Heidelberg	52.09	3158732	93.78	6.22	0.01	0	118	0	159211	4978676	No result	No result	ERS9970817	SRR7506928	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7506939	15	Heidelberg	52.07	1982212	93.81	6.14	0.06	0	125	0	177262	4979626	No result	No result	SRS3533571	SRR7506939	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR7506944	15	Heidelberg	52.02	1902156	95.12	4.86	0.02	0	159	0	145959	4998776	No result	No result	SRS3533576	SRR7506944	2018	Food	Poultry	Chicken - Fresh Whole	Brazil (import)	NA	UK Health Security Agency
SRR7506973	50	Saintpaul	52.02	2842388	91.14	8.85	0.01	0	350	0	169389	5050243	No result	No result	SRS3533606	SRR7506973	2016	Food	Poultry	Turkey	Brazil (import)	NA	UK Health Security Agency
SRR7507008	548	Minnesota	52.17	5363120	96.81	3.13	0.06	0	143	0	157491	4872583	No result	No result	SRS3533639	SRR7507008	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7511751	Unknown	Heidelberg	52.04	4385870	94.08	5.9	0.02	0	115	0	160224	4984204	No result	No result	SRS3537951	SRR7511751	2017	Food	Poultry	Frozen Raw Salted Chicken Breast Fillets	Brazil (import)	NA	UK Health Security Agency
SRR7511761	15	Heidelberg	52.06	3699956	93.54	6.45	0.01	0	99	0	215033	4970655	No result	No result	SRS3537952	SRR7511761	2017	Food	Poultry	Frozen Raw Frozen Salted Chicken Breast	Brazil (import)	NA	UK Health Security Agency
SRR7511765	15	Heidelberg	52.06	3735206	94.93	5.06	0.01	0	115	0	219758	4972936	No result	No result	SRS3537956	SRR7511765	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR7511769	Unknown	Heidelberg	52.07	4392466	81.26	18.73	0.01	0	129	0	161686	5022562	No result	No result	SRS3537966	SRR7511769	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7511846	15	Heidelberg	52.02	3466432	93.58	6.41	0.01	0	110	0	235036	5030801	No result	No result	SRS3538075	SRR7511846	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7511849	15	Heidelberg	52.01	2850346	95.93	4.05	0.02	0	140	0	235028	5066949	No result	No result	SRS3538097	SRR7511849	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7511850	Unknown	Heidelberg	51.8	2195872	96.07	3.87	0.05	0	135	0	178936	5201903	No result	No result	SRS3538089	SRR7511850	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7511852	15	Heidelberg	51.99	3686448	98.22	1.77	0.01	0	147	0	161706	5041481	No result	No result	SRS3538082	SRR7511852	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7511895	15	Heidelberg	52.11	2249504	94.04	5.95	0.01	0	118	0	160491	5032732	No result	No result	SRS3538131	SRR7511895	2018	Food	Poultry	Chicken - Fresh Whole	Brazil (import)	NA	UK Health Security Agency
SRR7511930	15	Heidelberg	52.08	3751902	94.66	5.33	0	0	159	0	161687	5034742	No result	No result	SRS3538160	SRR7511930	2017	Food	Poultry	Frozen Raw Salted Chicken	Brazil (import)	NA	UK Health Security Agency
SRR7511970	Unknown	Heidelberg	51.96	44328288	96.17	3.83	0.01	0	132	0	208820	5019049	No result	No result	SRS3538269	SRR7511970	2017	Food	Poultry	Chicken - Fresh Whole	Brazil (import)	NA	UK Health Security Agency
SRR7516246	548	Minnesota	52.17	1756148	97.61	2.32	0.07	0	129	0	164660	4845301	No result	No result	SRS3542612	SRR7516246	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7516249	15	Heidelberg	52.02	2188146	98	1.98	0.02	0	103	0	160225	4996211	No result	No result	SRS3542607	SRR7516249	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7516253	15	Heidelberg	52.08	2700512	93.98	5.97	0.04	0	162	0	161701	4924644	No result	No result	SRS3542627	SRR7516253	2017	Food	Poultry	Frozen Raw Salted (1.2%) Cut Chicken Breast Fillets Skinless Boneless	Brazil (import)	NA	UK Health Security Agency
SRR7516262	15	Heidelberg	52.06	2973548	96.67	3.31	0.02	0	131	0	238688	4972815	No result	No result	SRS3542629	SRR7516262	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7516266	15	Heidelberg	52	3269834	98.08	1.89	0.03	0	136	0	180723	5084233	No result	No result	SRS3542636	SRR7516266	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7516286	15	Heidelberg	51.97	3877936	96.53	3.4	0.07	0	123	0	234811	5034798	No result	No result	SRS3542665	SRR7516286	2017	Food	Poultry	Frozen Half Chicken Breast Boneless Skinless Without Inner Fillet	Brazil (import)	NA	UK Health Security Agency
SRR7516483	Unknown	Heidelberg	52.08	5023640	95.02	4.6	0.38	0	135	0	253602	5034568	No result	No result	SRS3542866	SRR7516483	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7516491	Unknown	Minnesota	52.18	4910336	95.14	4.85	0.01	0	134	0	167798	4854050	No result	No result	SRS3542861	SRR7516491	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7516492	15	Heidelberg	52.04	4653104	95.2	4.78	0.02	0	104	0	234803	5007112	No result	No result	SRS3542877	SRR7516492	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7516522	15	Heidelberg	52.06	3550202	96.29	3.64	0.07	0	113	0	214739	4972420	No result	No result	SRS3542887	SRR7516522	2017	Food	Poultry	Raw chicken	Brazil (import)	NA	UK Health Security Agency
SRR7516528	15	Heidelberg	52.01	1949922	95.56	4.42	0.02	0	119	0	234772	5067870	No result	No result	SRS3542900	SRR7516528	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7516529	15	Heidelberg	52.22	3641188	97.13	2.84	0.03	0	379	0	33384	4961578	No result	No result	SRS3542906	SRR7516529	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR7516557	15	Heidelberg	51.97	3750940	97.44	2.53	0.03	0	125	0	196543	5033448	No result	No result	SRS3542960	SRR7516557	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7516673	Unknown	Heidelberg	52.06	5224908	94.73	5.22	0.06	0	117	0	228345	4981297	No result	No result	SRS3542999	SRR7516673	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR7516707	548	Minnesota	52.2	4295692	95.35	4.63	0.01	0	247	0	76350	4899291	No result	No result	SRS3543042	SRR7516707	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR7516735	13	Agona	51.98	4364074	96.73	3.1	0.18	0	111	0	155041	4729625	No result	No result	SRS3543056	SRR7516735	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR7516742	Unknown	Heidelberg	52.03	4252062	95.64	4.35	0.01	0	175	0	217829	4988491	No result	No result	SRS3543064	SRR7516742	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7523054	15	Heidelberg	51.93	2784330	95.78	4.2	0.02	0	156	0	215039	5095920	No result	No result	SRS3547431	SRR7523054	2017	Food	Poultry	Frozen Raw Salted (min1.2%) Cut Chicken Breast Fillets Skinless Boneless	Brazil (import)	NA	UK Health Security Agency
SRR7523140	15	Heidelberg	52.07	3887184	82.1	17.9	0.01	0	160	0	193832	5027343	No result	No result	SRS3547512	SRR7523140	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7523175	15	Heidelberg	51.91	4953142	81.43	18.56	0.01	0	163	0	193832	5142118	No result	No result	SRS3547546	SRR7523175	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7523223	13	Agona	51.98	4743238	95.58	4.25	0.17	0	113	0	165530	4729143	No result	No result	SRS3547595	SRR7523223	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR7523635	15	Heidelberg	52.01	2806228	92.25	7.74	0.01	0	127	0	214740	5036203	No result	No result	SRS3547988	SRR7523635	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7523679	Unknown	Heidelberg	52.04	2582742	96.46	3.49	0.06	0	117	0	200059	4946778	No result	No result	SRS3548033	SRR7523679	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7523805	15	Heidelberg	52.08	2940314	95.46	4.41	0.13	0	109	0	234803	5024473	No result	No result	SRS3548156	SRR7523805	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7523815	Unknown	Saintpaul	52.02	3924012	93.95	6.05	0	0	218	0	212170	5002280	No result	No result	SRS3548168	SRR7523815	2016	Food	Poultry	Turkey	Brazil (import)	NA	UK Health Security Agency
SRR7523846	15	Heidelberg	52.07	2924940	95.96	3.97	0.07	0	108	0	214739	4973305	No result	No result	SRS3548198	SRR7523846	2017	Food	Poultry	Raw chicken	Brazil (import)	NA	UK Health Security Agency
SRR7527770	Unknown	Heidelberg	52.02	1895406	98.65	1.34	0.01	0	147	0	202665	5158022	No result	No result	SRS3551281	SRR7527770	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7527967	15	Heidelberg	51.95	3247070	96.85	3.08	0.07	0	126	0	178586	5119477	No result	No result	SRS3551478	SRR7527967	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7528169	Unknown	Heidelberg	52	5137018	96.33	3.54	0.13	0	138	0	197235	5066996	No result	No result	SRS3551680	SRR7528169	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7533304	15	Heidelberg	51.9	5353228	97.72	2.24	0.03	0	137	0	171983	5059552	No result	No result	SRS3555772	SRR7533304	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7533346	15	Heidelberg	52.08	3117330	95.66	4.34	0.01	0	155	0	161688	4927389	No result	No result	SRS3555813	SRR7533346	2017	Food	Poultry	Frozen Raw Chicken	Brazil (import)	NA	UK Health Security Agency
SRR7533349	Unknown	Heidelberg	52.03	3850232	98.01	1.94	0.05	0	119	0	276121	5064934	No result	No result	SRS3555815	SRR7533349	2017	Food	Poultry	Raw chicken	Brazil (import)	NA	UK Health Security Agency
SRR7533524	15	Heidelberg	52.01	2894060	97.89	2.09	0.02	0	124	0	184203	5001895	No result	No result	SRS3555982	SRR7533524	2017	Food	Poultry	Frozen Raw Salted Chicken	Brazil (import)	NA	UK Health Security Agency
SRR7533535	Unknown	Heidelberg	51.78	3726190	98.31	1.66	0.03	0	145	0	161687	5265816	No result	No result	SRS3555993	SRR7533535	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7538314	13	Agona	51.98	3985928	95.59	4.23	0.18	0	110	0	165530	4728682	No result	No result	SRS3560108	SRR7538314	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR7538824	15	Heidelberg	52	2858514	96.79	3.18	0.03	0	125	0	268681	5022298	No result	No result	SRS3560317	SRR7538824	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7828177	15	Heidelberg	52.03	2593658	96.49	3.47	0.04	0	108	0	228362	5051812	No result	No result	SRS3772940	SRR7828177	2018	Food	Poultry	Chicken - Fresh Whole	Brazil (import)	NA	UK Health Security Agency
SRR7828268	15	Heidelberg	52.01	3628414	89.85	10.12	0.03	0	123	0	215026	5038348	No result	No result	SRS3773027	SRR7828268	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7828407	15	Heidelberg	52.04	2714296	94.45	5.5	0.05	0	104	0	266140	4967051	No result	No result	SRS3773165	SRR7828407	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7828515	15	Heidelberg	52.01	4879662	96.32	3.63	0.04	0	130	0	269983	5066018	No result	No result	SRS3773273	SRR7828515	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7841331	Unknown	Heidelberg	52.01	2626264	88.89	11.08	0.03	0	120	0	215026	5040154	No result	No result	SRS3785512	SRR7841331	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7841384	15	Heidelberg	52.09	2679320	87.33	12.64	0.03	0	93	0	234803	4905953	No result	No result	SRS3785565	SRR7841384	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7841572	Unknown	Heidelberg	52.03	3902602	97.18	2.78	0.04	0	115	0	197552	5042500	No result	No result	SRS3785720	SRR7841572	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
